1992/1994,Saskatchewan,Males,At birth,75.5
1992/1994,Saskatchewan,Males,At age 65,16.7
1992/1994,Saskatchewan,Females,At birth,81.8
1992/1994,Saskatchewan,Females,At age 65,21.1
1992/1994,Alberta,Both sexes,At birth,78.2
1992/1994,Alberta,Both sexes,At age 65,18.5
1992/1994,Alberta,Males,At birth,75.4
1992/1994,Alberta,Males,At age 65,16.4
1992/1994,Alberta,Females,At birth,81.1
1992/1994,Alberta,Females,At age 65,20.4
1992/1994,British Columbia,Both sexes,At birth,78.4
1992/1994,British Columbia,Both sexes,At age 65,18.7
1992/1994,British Columbia,Males,At birth,75.5
1992/1994,British Columbia,Males,At age 65,16.8
1992/1994,British Columbia,Females,At birth,81.5
1992/1994,British Columbia,Females,At age 65,20.3
1992/1994,Territories,Both sexes,At birth,73.2
1992/1994,Territories,Both sexes,At age 65,15.6
1992/1994,Territories,Males,At birth,70.6
1992/1994,Territories,Males,At age 65,14.6
1992/1994,Territories,Females,At birth,76.6
1992/1994,Territories,Females,At age 65,17
1993/1995,Canada,Both sexes,At birth,78
1993/1995,Canada,Both sexes,At age 65,18.1
1993/1995,Canada,Males,At birth,75
1993/1995,Canada,Males,At age 65,15.9
1993/1995,Canada,Females,At birth,81
1993/1995,Canada,Females,At age 65,19.9
1993/1995,Newfoundland and Labrador,Both sexes,At birth,76.9
1993/1995,Newfoundland and Labrador,Both sexes,At age 65,16.9
1993/1995,Newfoundland and Labrador,Males,At birth,73.9
1993/1995,Newfoundland and Labrador,Males,At age 65,14.8
1993/1995,Newfoundland and Labrador,Females,At birth,80.1
1993/1995,Newfoundland and Labrador,Females,At age 65,19.1
1993/1995,Prince Edward Island,Both sexes,At birth,77.5
1993/1995,Prince Edward Island,Both sexes,At age 65,17.8
1993/1995,Prince Edward Island,Males,At birth,74.2
1993/1995,Prince Edward Island,Males,At age 65,15.4
1993/1995,Prince Edward Island,Females,At birth,80.9
1993/1995,Prince Edward Island,Females,At age 65,20.1
1993/1995,Nova Scotia,Both sexes,At birth,77.5
1993/1995,Nova Scotia,Both sexes,At age 65,17.4
1993/1995,Nova Scotia,Males,At birth,74.4
1993/1995,Nova Scotia,Males,At age 65,15
1993/1995,Nova Scotia,Females,At birth,80.5
1993/1995,Nova Scotia,Females,At age 65,19.6
1993/1995,New Brunswick,Both sexes,At birth,77.6
1993/1995,New Brunswick,Both sexes,At age 65,17.7
1993/1995,New Brunswick,Males,At birth,74.4
1993/1995,New Brunswick,Males,At age 65,15.5
1993/1995,New Brunswick,Females,At birth,80.8
1993/1995,New Brunswick,Females,At age 65,19.7
1993/1995,Quebec,Both sexes,At birth,77.6
1993/1995,Quebec,Both sexes,At age 65,17.7
1993/1995,Quebec,Males,At birth,74.1
1993/1995,Quebec,Males,At age 65,15.3
1993/1995,Quebec,Females,At birth,80.9
1993/1995,Quebec,Females,At age 65,19.7
1993/1995,Ontario,Both sexes,At birth,78.2
1993/1995,Ontario,Both sexes,At age 65,18
1993/1995,Ontario,Males,At birth,75.3
1993/1995,Ontario,Males,At age 65,15.9
1993/1995,Ontario,Females,At birth,81
1993/1995,Ontario,Females,At age 65,19.7
1993/1995,Manitoba,Both sexes,At birth,77.7
1993/1995,Manitoba,Both sexes,At age 65,18.1
1993/1995,Manitoba,Males,At birth,74.7
1993/1995,Manitoba,Males,At age 65,15.9
1993/1995,Manitoba,Females,At birth,80.6
1993/1995,Manitoba,Females,At age 65,20.1
1993/1995,Saskatchewan,Both sexes,At birth,78.3
1993/1995,Saskatchewan,Both sexes,At age 65,18.9
1993/1995,Saskatchewan,Males,At birth,75.1
1993/1995,Saskatchewan,Males,At age 65,16.7
1993/1995,Saskatchewan,Females,At birth,81.7
1993/1995,Saskatchewan,Females,At age 65,21
1993/1995,Alberta,Both sexes,At birth,78.3
1993/1995,Alberta,Both sexes,At age 65,18.4
1993/1995,Alberta,Males,At birth,75.5
1993/1995,Alberta,Males,At age 65,16.4
1993/1995,Alberta,Females,At birth,81.2
1993/1995,Alberta,Females,At age 65,20.2
1993/1995,British Columbia,Both sexes,At birth,78.6
1993/1995,British Columbia,Both sexes,At age 65,18.7
1993/1995,British Columbia,Males,At birth,75.7
1993/1995,British Columbia,Males,At age 65,16.8
1993/1995,British Columbia,Females,At birth,81.5
1993/1995,British Columbia,Females,At age 65,20.4
1993/1995,Territories,Both sexes,At birth,73.6
1993/1995,Territories,Both sexes,At age 65,16
1993/1995,Territories,Males,At birth,71
1993/1995,Territories,Males,At age 65,14.7
1993/1995,Territories,Females,At birth,77.1
1993/1995,Territories,Females,At age 65,17.7
1994/1996,Canada,Both sexes,At birth,78.2
1994/1996,Canada,Both sexes,At age 65,18.1
1994/1996,Canada,Males,At birth,75.2
1994/1996,Canada,Males,At age 65,16
1994/1996,Canada,Females,At birth,81.1
1994/1996,Canada,Females,At age 65,19.9
1994/1996,Newfoundland and Labrador,Both sexes,At birth,77.1
1994/1996,Newfoundland and Labrador,Both sexes,At age 65,17.1
1994/1996,Newfoundland and Labrador,Males,At birth,74.2
1994/1996,Newfoundland and Labrador,Males,At age 65,15
1994/1996,Newfoundland and Labrador,Females,At birth,80.2
1994/1996,Newfoundland and Labrador,Females,At age 65,19.1
1994/1996,Prince Edward Island,Both sexes,At birth,77.5
1994/1996,Prince Edward Island,Both sexes,At age 65,17.6
1994/1996,Prince Edward Island,Males,At birth,74
1994/1996,Prince Edward Island,Males,At age 65,15.2
1994/1996,Prince Edward Island,Females,At birth,81.1
1994/1996,Prince Edward Island,Females,At age 65,19.8
1994/1996,Nova Scotia,Both sexes,At birth,77.6
1994/1996,Nova Scotia,Both sexes,At age 65,17.6
1994/1996,Nova Scotia,Males,At birth,74.5
1994/1996,Nova Scotia,Males,At age 65,15.2
1994/1996,Nova Scotia,Females,At birth,80.6
1994/1996,Nova Scotia,Females,At age 65,19.6
1994/1996,New Brunswick,Both sexes,At birth,77.8
1994/1996,New Brunswick,Both sexes,At age 65,17.8
1994/1996,New Brunswick,Males,At birth,74.6
1994/1996,New Brunswick,Males,At age 65,15.5
1994/1996,New Brunswick,Females,At birth,81
1994/1996,New Brunswick,Females,At age 65,19.9
1994/1996,Quebec,Both sexes,At birth,77.8
1994/1996,Quebec,Both sexes,At age 65,17.9
1994/1996,Quebec,Males,At birth,74.4
1994/1996,Quebec,Males,At age 65,15.4
1994/1996,Quebec,Females,At birth,81
1994/1996,Quebec,Females,At age 65,19.8
1994/1996,Ontario,Both sexes,At birth,78.4
1994/1996,Ontario,Both sexes,At age 65,18
1994/1996,Ontario,Males,At birth,75.6
1994/1996,Ontario,Males,At age 65,16
1994/1996,Ontario,Females,At birth,81.1
1994/1996,Ontario,Females,At age 65,19.8
1994/1996,Manitoba,Both sexes,At birth,77.8
1994/1996,Manitoba,Both sexes,At age 65,18.2
1994/1996,Manitoba,Males,At birth,75
1994/1996,Manitoba,Males,At age 65,16.1
1994/1996,Manitoba,Females,At birth,80.6
1994/1996,Manitoba,Females,At age 65,20
1994/1996,Saskatchewan,Both sexes,At birth,78.3
1994/1996,Saskatchewan,Both sexes,At age 65,18.8
1994/1996,Saskatchewan,Males,At birth,75.2
1994/1996,Saskatchewan,Males,At age 65,16.7
1994/1996,Saskatchewan,Females,At birth,81.5
1994/1996,Saskatchewan,Females,At age 65,20.8
1994/1996,Alberta,Both sexes,At birth,78.4
1994/1996,Alberta,Both sexes,At age 65,18.5
1994/1996,Alberta,Males,At birth,75.6
1994/1996,Alberta,Males,At age 65,16.5
1994/1996,Alberta,Females,At birth,81.3
1994/1996,Alberta,Females,At age 65,20.3
1994/1996,British Columbia,Both sexes,At birth,78.8
1994/1996,British Columbia,Both sexes,At age 65,18.8
1994/1996,British Columbia,Males,At birth,75.9
1994/1996,British Columbia,Males,At age 65,16.9
1994/1996,British Columbia,Females,At birth,81.6
1994/1996,British Columbia,Females,At age 65,20.4
1994/1996,Territories,Both sexes,At birth,74.2
1994/1996,Territories,Both sexes,At age 65,16.5
1994/1996,Territories,Males,At birth,71.2
1994/1996,Territories,Males,At age 65,14.8
1994/1996,Territories,Females,At birth,78
1994/1996,Territories,Females,At age 65,18.8
1995/1997,Canada,Both sexes,At birth,78.4
1995/1997,Canada,Both sexes,At age 65,18.2
1995/1997,Canada,Males,At birth,75.4
1995/1997,Canada,Males,At age 65,16.1
1995/1997,Canada,Females,At birth,81.2
1995/1997,Canada,Females,At age 65,20
1995/1997,Newfoundland and Labrador,Both sexes,At birth,77.2
1995/1997,Newfoundland and Labrador,Both sexes,At age 65,16.9
1995/1997,Newfoundland and Labrador,Males,At birth,74.4
1995/1997,Newfoundland and Labrador,Males,At age 65,14.9
1995/1997,Newfoundland and Labrador,Females,At birth,80.2
1995/1997,Newfoundland and Labrador,Females,At age 65,18.9
1995/1997,Prince Edward Island,Both sexes,At birth,78
1995/1997,Prince Edward Island,Both sexes,At age 65,17.9
1995/1997,Prince Edward Island,Males,At birth,74.6
1995/1997,Prince Edward Island,Males,At age 65,15.4
1995/1997,Prince Edward Island,Females,At birth,81.5
1995/1997,Prince Edward Island,Females,At age 65,20.2
1995/1997,Nova Scotia,Both sexes,At birth,77.8
1995/1997,Nova Scotia,Both sexes,At age 65,17.6
1995/1997,Nova Scotia,Males,At birth,74.8
1995/1997,Nova Scotia,Males,At age 65,15.4
1995/1997,Nova Scotia,Females,At birth,80.6
1995/1997,Nova Scotia,Females,At age 65,19.6
1995/1997,New Brunswick,Both sexes,At birth,78
1995/1997,New Brunswick,Both sexes,At age 65,17.9
1995/1997,New Brunswick,Males,At birth,74.8
1995/1997,New Brunswick,Males,At age 65,15.7
1995/1997,New Brunswick,Females,At birth,81.2
1995/1997,New Brunswick,Females,At age 65,19.9
1995/1997,Quebec,Both sexes,At birth,77.9
1995/1997,Quebec,Both sexes,At age 65,17.8
1995/1997,Quebec,Males,At birth,74.6
1995/1997,Quebec,Males,At age 65,15.5
1995/1997,Quebec,Females,At birth,81
1995/1997,Quebec,Females,At age 65,19.8
1995/1997,Ontario,Both sexes,At birth,78.6
1995/1997,Ontario,Both sexes,At age 65,18.1
1995/1997,Ontario,Males,At birth,75.9
1995/1997,Ontario,Males,At age 65,16.1
1995/1997,Ontario,Females,At birth,81.3
1995/1997,Ontario,Females,At age 65,19.9
1995/1997,Manitoba,Both sexes,At birth,77.9
1995/1997,Manitoba,Both sexes,At age 65,18.2
1995/1997,Manitoba,Males,At birth,75.2
1995/1997,Manitoba,Males,At age 65,16.2
1995/1997,Manitoba,Females,At birth,80.5
1995/1997,Manitoba,Females,At age 65,19.9
1995/1997,Saskatchewan,Both sexes,At birth,78.3
1995/1997,Saskatchewan,Both sexes,At age 65,18.8
1995/1997,Saskatchewan,Males,At birth,75.3
1995/1997,Saskatchewan,Males,At age 65,16.7
1995/1997,Saskatchewan,Females,At birth,81.4
1995/1997,Saskatchewan,Females,At age 65,20.8
1995/1997,Alberta,Both sexes,At birth,78.6
1995/1997,Alberta,Both sexes,At age 65,18.5
1995/1997,Alberta,Males,At birth,76
1995/1997,Alberta,Males,At age 65,16.7
1995/1997,Alberta,Females,At birth,81.3
1995/1997,Alberta,Females,At age 65,20.2
1995/1997,British Columbia,Both sexes,At birth,79
1995/1997,British Columbia,Both sexes,At age 65,18.8
1995/1997,British Columbia,Males,At birth,76.2
1995/1997,British Columbia,Males,At age 65,17
1995/1997,British Columbia,Females,At birth,81.8
1995/1997,British Columbia,Females,At age 65,20.5
1995/1997,Territories,Both sexes,At birth,74.4
1995/1997,Territories,Both sexes,At age 65,16.6
1995/1997,Territories,Males,At birth,71.9
1995/1997,Territories,Males,At age 65,15
1995/1997,Territories,Females,At birth,77.6
1995/1997,Territories,Females,At age 65,18.7
1996/1998,Canada,Both sexes,At birth,78.6
1996/1998,Canada,Both sexes,At age 65,18.2
1996/1998,Canada,Males,At birth,75.7
1996/1998,Canada,Males,At age 65,16.2
1996/1998,Canada,Females,At birth,81.3
1996/1998,Canada,Females,At age 65,20
1996/1998,Newfoundland and Labrador,Both sexes,At birth,77.2
1996/1998,Newfoundland and Labrador,Both sexes,At age 65,16.8
1996/1998,Newfoundland and Labrador,Males,At birth,74.6
1996/1998,Newfoundland and Labrador,Males,At age 65,14.8
1996/1998,Newfoundland and Labrador,Females,At birth,80
1996/1998,Newfoundland and Labrador,Females,At age 65,18.8
1996/1998,Prince Edward Island,Both sexes,At birth,78
1996/1998,Prince Edward Island,Both sexes,At age 65,17.8
1996/1998,Prince Edward Island,Males,At birth,74.9
1996/1998,Prince Edward Island,Males,At age 65,15.5
1996/1998,Prince Edward Island,Females,At birth,81
1996/1998,Prince Edward Island,Females,At age 65,19.9
1996/1998,Nova Scotia,Both sexes,At birth,77.8
1996/1998,Nova Scotia,Both sexes,At age 65,17.6
1996/1998,Nova Scotia,Males,At birth,75
1996/1998,Nova Scotia,Males,At age 65,15.5
1996/1998,Nova Scotia,Females,At birth,80.5
1996/1998,Nova Scotia,Females,At age 65,19.4
1996/1998,New Brunswick,Both sexes,At birth,78.1
1996/1998,New Brunswick,Both sexes,At age 65,17.8
1996/1998,New Brunswick,Males,At birth,75
1996/1998,New Brunswick,Males,At age 65,15.6
1996/1998,New Brunswick,Females,At birth,81.1
1996/1998,New Brunswick,Females,At age 65,19.8
1996/1998,Quebec,Both sexes,At birth,78.1
1996/1998,Quebec,Both sexes,At age 65,17.9
1996/1998,Quebec,Males,At birth,74.9
1996/1998,Quebec,Males,At age 65,15.5
1996/1998,Quebec,Females,At birth,81.1
1996/1998,Quebec,Females,At age 65,19.9
1996/1998,Ontario,Both sexes,At birth,78.9
1996/1998,Ontario,Both sexes,At age 65,18.2
1996/1998,Ontario,Males,At birth,76.2
1996/1998,Ontario,Males,At age 65,16.3
1996/1998,Ontario,Females,At birth,81.4
1996/1998,Ontario,Females,At age 65,19.9
1996/1998,Manitoba,Both sexes,At birth,78
1996/1998,Manitoba,Both sexes,At age 65,18.2
1996/1998,Manitoba,Males,At birth,75.3
1996/1998,Manitoba,Males,At age 65,16.3
1996/1998,Manitoba,Females,At birth,80.7
1996/1998,Manitoba,Females,At age 65,19.9
1996/1998,Saskatchewan,Both sexes,At birth,78.4
1996/1998,Saskatchewan,Both sexes,At age 65,18.7
1996/1998,Saskatchewan,Males,At birth,75.5
1996/1998,Saskatchewan,Males,At age 65,16.6
1996/1998,Saskatchewan,Females,At birth,81.4
1996/1998,Saskatchewan,Females,At age 65,20.7
1996/1998,Alberta,Both sexes,At birth,78.8
1996/1998,Alberta,Both sexes,At age 65,18.6
1996/1998,Alberta,Males,At birth,76.2
1996/1998,Alberta,Males,At age 65,16.7
1996/1998,Alberta,Females,At birth,81.5
1996/1998,Alberta,Females,At age 65,20.4
1996/1998,British Columbia,Both sexes,At birth,79.2
1996/1998,British Columbia,Both sexes,At age 65,18.9
1996/1998,British Columbia,Males,At birth,76.5
1996/1998,British Columbia,Males,At age 65,17.1
1996/1998,British Columbia,Females,At birth,81.9
1996/1998,British Columbia,Females,At age 65,20.5
1996/1998,Territories,Both sexes,At birth,74.2
1996/1998,Territories,Both sexes,At age 65,16.7
1996/1998,Territories,Males,At birth,71.6
1996/1998,Territories,Males,At age 65,15.4
1996/1998,Territories,Females,At birth,77.5
1996/1998,Territories,Females,At age 65,18.4
1997/1999,Canada,Both sexes,At birth,78.8
1997/1999,Canada,Both sexes,At age 65,18.3
1997/1999,Canada,Males,At birth,76
1997/1999,Canada,Males,At age 65,16.3
1997/1999,Canada,Females,At birth,81.5
1997/1999,Canada,Females,At age 65,20.1
1997/1999,Newfoundland and Labrador,Both sexes,At birth,77.3
1997/1999,Newfoundland and Labrador,Both sexes,At age 65,16.8
1997/1999,Newfoundland and Labrador,Males,At birth,74.7
1997/1999,Newfoundland and Labrador,Males,At age 65,14.9
1997/1999,Newfoundland and Labrador,Females,At birth,79.9
1997/1999,Newfoundland and Labrador,Females,At age 65,18.7
1997/1999,Prince Edward Island,Both sexes,At birth,78.4
1997/1999,Prince Edward Island,Both sexes,At age 65,18.3
1997/1999,Prince Edward Island,Males,At birth,75.6
1997/1999,Prince Edward Island,Males,At age 65,16
1997/1999,Prince Edward Island,Females,At birth,81.2
1997/1999,Prince Edward Island,Females,At age 65,20.4
1997/1999,Nova Scotia,Both sexes,At birth,78.1
1997/1999,Nova Scotia,Both sexes,At age 65,17.8
1997/1999,Nova Scotia,Males,At birth,75.3
1997/1999,Nova Scotia,Males,At age 65,15.7
1997/1999,Nova Scotia,Females,At birth,80.8
1997/1999,Nova Scotia,Females,At age 65,19.6
1997/1999,New Brunswick,Both sexes,At birth,78.1
1997/1999,New Brunswick,Both sexes,At age 65,17.9
1997/1999,New Brunswick,Males,At birth,75
1997/1999,New Brunswick,Males,At age 65,15.7
1997/1999,New Brunswick,Females,At birth,81.3
1997/1999,New Brunswick,Females,At age 65,19.9
1997/1999,Quebec,Both sexes,At birth,78.3
1997/1999,Quebec,Both sexes,At age 65,18
1997/1999,Quebec,Males,At birth,75.1
1997/1999,Quebec,Males,At age 65,15.6
1997/1999,Quebec,Females,At birth,81.3
1997/1999,Quebec,Females,At age 65,19.9
1997/1999,Ontario,Both sexes,At birth,79.1
1997/1999,Ontario,Both sexes,At age 65,18.3
1997/1999,Ontario,Males,At birth,76.5
1997/1999,Ontario,Males,At age 65,16.4
1997/1999,Ontario,Females,At birth,81.6
1997/1999,Ontario,Females,At age 65,20
1997/1999,Manitoba,Both sexes,At birth,78
1997/1999,Manitoba,Both sexes,At age 65,18.2
1997/1999,Manitoba,Males,At birth,75.3
1997/1999,Manitoba,Males,At age 65,16.2
1997/1999,Manitoba,Females,At birth,80.7
1997/1999,Manitoba,Females,At age 65,20
1997/1999,Saskatchewan,Both sexes,At birth,78.5
1997/1999,Saskatchewan,Both sexes,At age 65,18.7
1997/1999,Saskatchewan,Males,At birth,75.5
1997/1999,Saskatchewan,Males,At age 65,16.5
1997/1999,Saskatchewan,Females,At birth,81.6
1997/1999,Saskatchewan,Females,At age 65,20.7
1997/1999,Alberta,Both sexes,At birth,79.1
1997/1999,Alberta,Both sexes,At age 65,18.7
1997/1999,Alberta,Males,At birth,76.4
1997/1999,Alberta,Males,At age 65,16.8
1997/1999,Alberta,Females,At birth,81.7
1997/1999,Alberta,Females,At age 65,20.4
1997/1999,British Columbia,Both sexes,At birth,79.5
1997/1999,British Columbia,Both sexes,At age 65,19
1997/1999,British Columbia,Males,At birth,76.9
1997/1999,British Columbia,Males,At age 65,17.2
1997/1999,British Columbia,Females,At birth,82.2
1997/1999,British Columbia,Females,At age 65,20.6
1997/1999,Territories,Both sexes,At birth,74.1
1997/1999,Territories,Both sexes,At age 65,16.6
1997/1999,Territories,Males,At birth,71.9
1997/1999,Territories,Males,At age 65,15.6
1997/1999,Territories,Females,At birth,76.7
1997/1999,Territories,Females,At age 65,17.8
1998/2000,Canada,Both sexes,At birth,79
1998/2000,Canada,Both sexes,At age 65,18.5
1998/2000,Canada,Males,At birth,76.3
1998/2000,Canada,Males,At age 65,16.5
1998/2000,Canada,Females,At birth,81.7
1998/2000,Canada,Females,At age 65,20.2
1998/2000,Newfoundland and Labrador,Both sexes,At birth,77.4
1998/2000,Newfoundland and Labrador,Both sexes,At age 65,16.9
1998/2000,Newfoundland and Labrador,Males,At birth,74.8
1998/2000,Newfoundland and Labrador,Males,At age 65,15
1998/2000,Newfoundland and Labrador,Females,At birth,80.1
1998/2000,Newfoundland and Labrador,Females,At age 65,18.8
1998/2000,Prince Edward Island,Both sexes,At birth,78
1998/2000,Prince Edward Island,Both sexes,At age 65,17.9
1998/2000,Prince Edward Island,Males,At birth,75.2
1998/2000,Prince Edward Island,Males,At age 65,15.7
1998/2000,Prince Edward Island,Females,At birth,80.8
1998/2000,Prince Edward Island,Females,At age 65,19.9
1998/2000,Nova Scotia,Both sexes,At birth,78.4
1998/2000,Nova Scotia,Both sexes,At age 65,18
1998/2000,Nova Scotia,Males,At birth,75.6
1998/2000,Nova Scotia,Males,At age 65,16
1998/2000,Nova Scotia,Females,At birth,81.1
1998/2000,Nova Scotia,Females,At age 65,19.7
1998/2000,New Brunswick,Both sexes,At birth,78.4
1998/2000,New Brunswick,Both sexes,At age 65,17.9
1998/2000,New Brunswick,Males,At birth,75.2
1998/2000,New Brunswick,Males,At age 65,15.7
1998/2000,New Brunswick,Females,At birth,81.5
1998/2000,New Brunswick,Females,At age 65,20
1998/2000,Quebec,Both sexes,At birth,78.7
1998/2000,Quebec,Both sexes,At age 65,18.3
1998/2000,Quebec,Males,At birth,75.5
1998/2000,Quebec,Males,At age 65,15.9
1998/2000,Quebec,Females,At birth,81.6
1998/2000,Quebec,Females,At age 65,20.2
1998/2000,Ontario,Both sexes,At birth,79.3
1998/2000,Ontario,Both sexes,At age 65,18.5
1998/2000,Ontario,Males,At birth,76.8
1998/2000,Ontario,Males,At age 65,16.6
1998/2000,Ontario,Females,At birth,81.7
1998/2000,Ontario,Females,At age 65,20.1
1998/2000,Manitoba,Both sexes,At birth,78
1998/2000,Manitoba,Both sexes,At age 65,18.3
1998/2000,Manitoba,Males,At birth,75.2
1998/2000,Manitoba,Males,At age 65,16.2
1998/2000,Manitoba,Females,At birth,80.8
1998/2000,Manitoba,Females,At age 65,20.2
1998/2000,Saskatchewan,Both sexes,At birth,78.5
1998/2000,Saskatchewan,Both sexes,At age 65,18.7
1998/2000,Saskatchewan,Males,At birth,75.6
1998/2000,Saskatchewan,Males,At age 65,16.6
1998/2000,Saskatchewan,Females,At birth,81.5
1998/2000,Saskatchewan,Females,At age 65,20.6
1998/2000,Alberta,Both sexes,At birth,79.3
1998/2000,Alberta,Both sexes,At age 65,18.9
1998/2000,Alberta,Males,At birth,76.7
1998/2000,Alberta,Males,At age 65,17
1998/2000,Alberta,Females,At birth,81.8
1998/2000,Alberta,Females,At age 65,20.6
1998/2000,British Columbia,Both sexes,At birth,79.9
1998/2000,British Columbia,Both sexes,At age 65,19.2
1998/2000,British Columbia,Males,At birth,77.4
1998/2000,British Columbia,Males,At age 65,17.5
1998/2000,British Columbia,Females,At birth,82.4
1998/2000,British Columbia,Females,At age 65,20.8
1998/2000,Territories,Both sexes,At birth,73.7
1998/2000,Territories,Both sexes,At age 65,16.2
1998/2000,Territories,Males,At birth,71.5
1998/2000,Territories,Males,At age 65,15.3
1998/2000,Territories,Females,At birth,76.3
1998/2000,Territories,Females,At age 65,17.2
1999/2001,Canada,Both sexes,At birth,79.3
1999/2001,Canada,Both sexes,At age 65,18.7
1999/2001,Canada,Males,At birth,76.6
1999/2001,Canada,Males,At age 65,16.8
1999/2001,Canada,Females,At birth,81.9
1999/2001,Canada,Females,At age 65,20.4
1999/2001,Newfoundland and Labrador,Both sexes,At birth,77.7
1999/2001,Newfoundland and Labrador,Both sexes,At age 65,17.2
1999/2001,Newfoundland and Labrador,Males,At birth,75.1
1999/2001,Newfoundland and Labrador,Males,At age 65,15.2
1999/2001,Newfoundland and Labrador,Females,At birth,80.3
1999/2001,Newfoundland and Labrador,Females,At age 65,19.1
1999/2001,Prince Edward Island,Both sexes,At birth,78.5
1999/2001,Prince Edward Island,Both sexes,At age 65,18.3
1999/2001,Prince Edward Island,Males,At birth,75.2
1999/2001,Prince Edward Island,Males,At age 65,16
1999/2001,Prince Edward Island,Females,At birth,81.7
1999/2001,Prince Edward Island,Females,At age 65,20.5
1999/2001,Nova Scotia,Both sexes,At birth,78.8
1999/2001,Nova Scotia,Both sexes,At age 65,18.2
1999/2001,Nova Scotia,Males,At birth,76
1999/2001,Nova Scotia,Males,At age 65,16.3
1999/2001,Nova Scotia,Females,At birth,81.4
1999/2001,Nova Scotia,Females,At age 65,19.9
1999/2001,New Brunswick,Both sexes,At birth,78.7
1999/2001,New Brunswick,Both sexes,At age 65,18.2
1999/2001,New Brunswick,Males,At birth,75.7
1999/2001,New Brunswick,Males,At age 65,16.1
1999/2001,New Brunswick,Females,At birth,81.7
1999/2001,New Brunswick,Females,At age 65,20.1
1999/2001,Quebec,Both sexes,At birth,79
1999/2001,Quebec,Both sexes,At age 65,18.5
1999/2001,Quebec,Males,At birth,76
1999/2001,Quebec,Males,At age 65,16.3
1999/2001,Quebec,Females,At birth,81.8
1999/2001,Quebec,Females,At age 65,20.3
1999/2001,Ontario,Both sexes,At birth,79.6
1999/2001,Ontario,Both sexes,At age 65,18.7
1999/2001,Ontario,Males,At birth,77.1
1999/2001,Ontario,Males,At age 65,16.9
1999/2001,Ontario,Females,At birth,81.9
1999/2001,Ontario,Females,At age 65,20.2
1999/2001,Manitoba,Both sexes,At birth,78.2
1999/2001,Manitoba,Both sexes,At age 65,18.5
1999/2001,Manitoba,Males,At birth,75.4
1999/2001,Manitoba,Males,At age 65,16.4
1999/2001,Manitoba,Females,At birth,81.1
1999/2001,Manitoba,Females,At age 65,20.3
1999/2001,Saskatchewan,Both sexes,At birth,78.8
1999/2001,Saskatchewan,Both sexes,At age 65,18.8
1999/2001,Saskatchewan,Males,At birth,75.9
1999/2001,Saskatchewan,Males,At age 65,16.8
1999/2001,Saskatchewan,Females,At birth,81.7
1999/2001,Saskatchewan,Females,At age 65,20.7
1999/2001,Alberta,Both sexes,At birth,79.4
1999/2001,Alberta,Both sexes,At age 65,19.1
1999/2001,Alberta,Males,At birth,76.9
1999/2001,Alberta,Males,At age 65,17.2
